date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-31 18:53:51,IAFacilitators,,1,10,16,"Join us tomorrow, 1 April at 1 p.m. ET, for our 'fishbowl' conference: COVID 19 is impacting your business? How about Digital Facilitation as an alternative. The latest in our series dedicated to Making Virtual Facilitation a Success. https://www.iaf-world.org/site/events/covid-19-impacting-your-business-how-about-digital-facilitation-alternative …pic.twitter.com/anJfuYR5WH",,,,1245061766155046913,https://twitter.com/IAFacilitators/status/1245061766155046913
2020-03-31 18:53:51,ChloeEudalyPDX,tedwheeler,3,8,9,"Remember to notify your landlord if you cannot pay rent due to COVID-19. #EvictionMoratoriumhttps://twitter.com/tedwheeler/status/1245052020718858240 …",,,#EvictionMoratoriumhttps,1245061762841341952,https://twitter.com/ChloeEudalyPDX/status/1245061762841341952
2020-03-31 18:53:49,Masood__Khan,,2,12,29,"Indian army presence in IoK more dangerous than Covid-19: Masood Khan https://www.24newshd.tv/31-Mar-2020/indian-army-presence-in-iok-more-dangerous-than-covid-19-masood-khan …",,,,1245061757799931911,https://twitter.com/Masood__Khan/status/1245061757799931911
2020-03-31 18:53:48,JeremyDixonDJ,,40,64,836,"Ah...my My 5 year old just made a covid-19 information booklet for @SimonHarrisTD to hand out to everyone! He wants to post a copy to you @SimonHarrisTD !!pic.twitter.com/yuhYggNc70",,@SimonHarrisTD @SimonHarrisTD,,1245061751609200640,https://twitter.com/JeremyDixonDJ/status/1245061751609200640
2020-03-31 18:53:46,SebGorka,,46,330,931,"3,000 Americans dead from the Chinese #Coronavirus, and all the media cares about is @realMikeLindell being a Christian Today's #AMERICAFirst @realMikeLindell, @SecAzar, Senator @MarshaBlackburn, @relieffactor’s Pete Talbott & @KatrinaPierson WATCH LIVE: https://youtu.be/9WPy4satuco pic.twitter.com/7gNLO2hLJM",,@realMikeLindell @realMikeLindell @SecAzar @MarshaBlackburn @relieffactor @KatrinaPierson,#Coronavirus #AMERICAFirst,1245061744633970689,https://twitter.com/SebGorka/status/1245061744633970689
2020-03-31 18:53:45,KashifuInuwa,,8,49,190,"As we celebrate data backup day, I want you to think if your Data Backup Strategy envisages to keep your business up and running during a crisis like COVID-19? The key to this celebration is awareness. The secret of being aware is asking the right questions:",,,,1245061738829152259,https://twitter.com/KashifuInuwa/status/1245061738829152259
2020-03-31 18:53:43,jelynchjr,,36,14,321,"man this COVID-19 can eat a you know what",,,,1245061729152831489,https://twitter.com/jelynchjr/status/1245061729152831489
2020-03-31 18:53:36,wiczipedia,andrewsweiss,34,267,365,"The lede on Russia's Channel One will be: ""Once the world's largest donor, America bungled its response to coronavirus and was forced to accept aid from the Kremlin."" https://twitter.com/andrewsweiss/status/1245049970459316227 …",,,,1245061702019883015,https://twitter.com/wiczipedia/status/1245061702019883015
2020-03-31 18:53:36,kissane,,6,18,21,"News nerd friends, if you have posted guidelines on using COVID-19 data—esp testing data, but also case counts, outcomes—carefully/well, could you link me up? We're trying to assemble a guide without duplicating a lot of effort.",,,,1245061699758985216,https://twitter.com/kissane/status/1245061699758985216
2020-03-31 18:53:34,gfiorelli1,,11,9,88,"Italian Covid-19 spread evolution latest news... and they are positive pic.twitter.com/DVsFPEyMyf",,,,1245061691706167298,https://twitter.com/gfiorelli1/status/1245061691706167298
2020-03-31 18:53:32,MEActNet,,1,48,58,"Jarred Younger, researcher at UAB, is interested to hear of anyone's experience with #COVID19 while taking #LDN. If you were taking LDN and had/have a confirmed or suspected case of COVID-19, contact him at this email: youngerlab@uab.edu Details: https://www.facebook.com/1543963919214695/posts/2601391070138636/ … #pwME",,@uab,#COVID19 #LDN #pwME,1245061683938287617,https://twitter.com/MEActNet/status/1245061683938287617
2020-03-31 18:53:29,MrMeaderCIS,,1,1,4,"Just a reminder: 176,443 people have recovered from COVID-19 around the world. 6,241 people have recovered from COVID-19 in the United States. This message brought to you by Positive Polly. pic.twitter.com/WRvzvpH9RJ",,,,1245061673708408832,https://twitter.com/MrMeaderCIS/status/1245061673708408832
2020-03-31 18:53:29,__janaenaee,,0,11,29,"Pray for the people that’s in high risk of getting covid 19 .",,,,1245061671720292352,https://twitter.com/__janaenaee/status/1245061671720292352
2020-03-31 18:53:09,CNN,,37,202,422,"Lisa Scales of the Greater Pittsburgh Community Food Bank says resources are a concern amid coronavirus. ""We are afraid that eventually we may run out of food. Right now, our food supply is strong, but we have seen a significant increase in demand in just the past two weeks."" pic.twitter.com/z77nfrgYve",,,,1245061589998243840,https://twitter.com/CNN/status/1245061589998243840
2020-03-31 18:52:50,cupenat,,0,32,43,"We are so proud of the extraordinary courage and commitment shown by CUPE workers on the front line of the #coronavirus pandemic. Show your appreciation for their vital work, and the work of all front-line workers, by sharing this graphic. #COVID-19 pic.twitter.com/w1M6xNKSs2",,,#coronavirus #COVID,1245061508553478151,https://twitter.com/cupenat/status/1245061508553478151
2020-03-31 18:52:36,adrianzenz,,0,53,58,"Research shows an impressive amount of bots flooded Twitter in mid-March to spread China's COVID-19 propaganda in Italy https://formiche.net/2020/03/china-unleashed-twitter-bots-covid19-propaganda-italy/ …",,,,1245061450835599366,https://twitter.com/adrianzenz/status/1245061450835599366
2020-03-31 18:52:35,roinnslainte,,7,26,42,"#Coronavirus #COVID19 Statement from the National Public Health Emergency Team The Health Protection Surveillance Centre has today been informed that 17 patients diagnosed with COVID-19 in Ireland have died.",,,#Coronavirus #COVID19,1245061446008012802,https://twitter.com/roinnslainte/status/1245061446008012802
2020-03-31 18:52:34,USAO_WDLA,,12,119,207,"U.S. Attorney David Joseph Launches Federal Task Force to investigate and prosecute COVID-19 fraud and hoarding of critical medical supplies. https://go.usa.gov/xvaJn@FBINewOrleans … @DHSgov @US_FDA @VetAffairsOIG @SecretService @USPISpressroom @HHSGov @OIG @CBP @FTC @SBAOIG @ICEgovpic.twitter.com/5QfpuIyrQA",,@FBINewOrleans @DHSgov @US_FDA @VetAffairsOIG @SecretService @USPISpressroom @HHSGov @OIG @CBP @FTC @SBAOIG @ICEgovpic,,1245061441415192586,https://twitter.com/USAO_WDLA/status/1245061441415192586
2020-03-31 18:52:33,yashalevine,MarkAmesExiled,3,18,59,"COVID-19 has a way of showing the best of America: A place where you can be fired for anything at anytime — even a pandemic. And where you must pay your rent and bills promptly, no matter what — even during a pandemic. https://twitter.com/MarkAmesExiled/status/1245052631518793729 …",,,,1245061438147723264,https://twitter.com/yashalevine/status/1245061438147723264
2020-03-31 18:52:33,DeptJusticeIRL,,6,47,96,"This evening, Minister @CharlieFlanagan and Minister of State @davidstantontd have announced an additional 650 beds for applicants in Direct Provision accommodation as part of the @DeptJusticeIRL emergency response to the COVID-19 pandemic. Press release: http://justice.ie/en/JELR/Pages/PR20000042 …",,@CharlieFlanagan @davidstantontd @DeptJusticeIRL,,1245061437757763584,https://twitter.com/DeptJusticeIRL/status/1245061437757763584
2020-03-31 18:52:31,FergalBowers,,37,89,249,"17 more COVID-19 related deaths brings no to 71. 325 new cases brings cases to 3,235",,,,1245061428253536256,https://twitter.com/FergalBowers/status/1245061428253536256
2020-03-31 18:52:30,ANHDNYC,,2,92,131,"Highbridge/Morrisania in the Bronx has one of the highest rates of positive COVID diagnoses. It also has the largest share of service workers & second-largest share of POC in NYC. That is not a coincidence. Learn more w/ @ANHDNYC's COVID-19 in NYC map: https://anhdnyc.carto.com/builder/aa03fc4a-9086-494c-8989-99db078ed62e/embed …pic.twitter.com/EGz6Hcpmth",,@ANHDNYC,,1245061424830971904,https://twitter.com/ANHDNYC/status/1245061424830971904
2020-03-31 18:52:24,maddow,,228,876,1399,"""Wyoming Gov Mark Gordon is still resisting a shelter-in-place order, despite the medical society urging him to and the number of known coronavirus cases roughly tripling in a week. ""15 of the state’s 23 counties now have confirmed cases."" https://trib.com/news/local/casper/gordon-still-resistant-to-shutdown-order-as-physicians-urge-move/article_73066bae-4f44-593f-b31d-029e6444a987.html?utm_campaign=wp_the_daily_202&utm_medium=email&utm_source=newsletter&wpisrc=nl_daily202 …",,,,1245061401661648896,https://twitter.com/maddow/status/1245061401661648896
2020-03-31 18:52:23,RepDanCrenshaw,dcexaminer,81,192,862,"Coronavirus. Bad faith actions from Russia & Saudi Arabia. Plummeting global demand. The energy sector faces unprecedented pressures that threaten jobs, our economy, & American energy independence. We must take strong action to help save the energy industry. My latest op-ed: https://twitter.com/dcexaminer/status/1244965137867571201 …",,,,1245061397295349770,https://twitter.com/RepDanCrenshaw/status/1245061397295349770
2020-03-31 18:52:22,Inevitable_ET,,319,1084,3223,"Maybe we've been looking at this q drop all wrong. ""What happens when people wake up. They will not be able to walk down the street"" When the PEOPLE wake up, it will be during a time that the PEOPLE will not be able to walk down the street – due to coronavirus. pic.twitter.com/PnFMbpFDVT",,,,1245061392077643776,https://twitter.com/Inevitable_ET/status/1245061392077643776
2020-03-31 18:52:22,Dontlookback198,,1,21,42,"The Covid-19 lockdown is a death sentence for many women. Not from the virus, but from being stuck indoors with a violent partner https://www.rt.com/op-ed/484607-domestic-abuse-coronavirus-quarantine/ …",,,,1245061390483763201,https://twitter.com/Dontlookback198/status/1245061390483763201
2020-03-31 18:52:17,silencedturkey,,2,70,37,"Hundreds of sick political prisoners are waiting for a fair act in Turkey due to Covid-19. Free all political prisoners. YaşamHak TasarıYetersiz @adalet_bakanlik @AvTufanKose @belginuygur10pic.twitter.com/r4orZ9CKIB",,@adalet_bakanlik @AvTufanKose @belginuygur10pic,,1245061372318224387,https://twitter.com/silencedturkey/status/1245061372318224387
2020-03-31 18:52:11,DrMikeHill,,7,23,157,"Tonight, I light a candle for an amazing medic, killed in Iraq the 2.5 weeks ago. Sadly, Covid-19 has prevented her funeral with full military honours, but that doesn’t stop us thinking of her tonight. Rest In Peace Lance Corporal Brodie Gillon #shinebrightbrodiepic.twitter.com/rd0IQ8HfIj",,,#shinebrightbrodiepic,1245061345038524416,https://twitter.com/DrMikeHill/status/1245061345038524416
2020-03-31 18:52:09,priyankachopra,,140,316,2730,"The most vulnerable are the worst hit by COVID-19. Join me in support of @samarpannorg's drive to provide food & sanitation kits to daily wagers & help them survive the COVID-19 lockdown. Donate here: https://samarpann.org.in/donation/ pic.twitter.com/HhEHVHYptr",,@samarpannorg,,1245061335546617857,https://twitter.com/priyankachopra/status/1245061335546617857
2020-03-31 18:52:07,thecableng,,3,37,51,"WHO: Over 50 vaccine trials ongoing for COVID-19 https://bit.ly/2Uzs8Oa via @thecableng #Coronavirus #COVID19pic.twitter.com/yyALqE4c3M",,@thecableng,#Coronavirus #COVID19pic,1245061327825010691,https://twitter.com/thecableng/status/1245061327825010691
2020-03-31 18:52:02,SkyNews,,47,244,821,"97-year-old war veteran George Lee has performed a rendition of 'You Are My Sunshine' to try and cheer people up through self-isolation. Get the latest on the #coronavirus here: https://trib.al/ckFKBjD @DG_Musicpic.twitter.com/IFIiv4EyRM",,@DG_Musicpic,#coronavirus,1245061309634187265,https://twitter.com/SkyNews/status/1245061309634187265
2020-03-31 18:52:02,toryelijah_,,15,1,89,"Thanks COVID-19 for canceling my top surgery that was 10 days away.",,,,1245061306736168960,https://twitter.com/toryelijah_/status/1245061306736168960
2020-03-31 18:52:00,JDScholten,,2,29,91,"Folks in rural America are older, sicker, and poorer than average. Millions have heart disease, diabetes, and asthma — risk factors for COVID-19. Our healthcare workers will need robust funding and resources to weather this storm. http://bit.ly/2w16rwL",,,,1245061298196492289,https://twitter.com/JDScholten/status/1245061298196492289
2020-03-31 18:51:51,AngelaHanks,samswey,0,17,23,"America was already grappling with dangerous levels of inequality prior to the COVID-19 outbreak. That inequality has made this crisis much worse than it needed to be, and will make it much more difficult for us to recover. https://twitter.com/samswey/status/1245003636532563969 …",,,,1245061262716870657,https://twitter.com/AngelaHanks/status/1245061262716870657
2020-03-31 18:51:12,Keith_Laws,,87,214,1346,"Any psychologists have tips on how to deal with the anxiety and fear brought about by the multitude of clinical psychologists offering their tips on how to deal with coronavirus-linked isolation, anxiety and fear",,,,1245061098111406084,https://twitter.com/Keith_Laws/status/1245061098111406084
2020-03-31 18:51:05,LiberalCEO,,9,120,271,"Diseases you're not allowed to profit off: - Coronavirus ----------------------------------- Diseases you're allowed to profit off: - Cancer - Coronary disease - Diabetes - Kidney failure - Alzheimer's - Parkinson's - Everything else",,,,1245061068390629378,https://twitter.com/LiberalCEO/status/1245061068390629378
2020-03-31 18:51:00,AdvocateDamon,jchausow,1,10,14,"I've heard some say that inmates are safer staying in jail. That notion is based on the fiction that we can keep COVID-19 out of jails and prisons. It WILL get into every facility before this is over and it will spread quickly and widely. This is a preventable tragedy. https://twitter.com/jchausow/status/1244964528955305984 …",,,,1245061046567665664,https://twitter.com/AdvocateDamon/status/1245061046567665664
2020-03-31 18:50:59,ELPASO_ISD,,0,18,42,"April is #autismawareness month. To help parents, here’s a link with important autism-related COVID-19 info and resources. https://bit.ly/3dNncNg #IamEPISD #EPISDProudpic.twitter.com/2BCxsWsEbl",,,#autismawareness #IamEPISD #EPISDProudpic,1245061044483043330,https://twitter.com/ELPASO_ISD/status/1245061044483043330
2020-03-31 18:50:48,rtenews,,2,21,118,"Family carers want the HSE to include them in the list of people who should receive priority testing for coronavirus. They also says steps should be set out as to what happens to the person being cared for in the family home if the primary care giver develops Covid-19 symptoms. pic.twitter.com/Y2fPmoJpwB",,,,1245060998765010944,https://twitter.com/rtenews/status/1245060998765010944
2020-03-31 18:50:48,newschambers,,25,89,225,"BREAKING: 17 more patients have died from Covid-19 in Ireland. 71 people have died in the Republic since the outbreak began.",,,,1245060996634415106,https://twitter.com/newschambers/status/1245060996634415106
2020-03-31 18:50:47,MajorPatriot,,313,585,1113,"The Cabal is calling in the Big Guns JUST IN: Lady Gaga in discussions with World Health Organisation, and ""she’s ready to fight coronavirus"" . pic.twitter.com/zZZftKSShh",,,,1245060994637889539,https://twitter.com/MajorPatriot/status/1245060994637889539
2020-03-31 18:50:47,Bell_LetsTalk,MHCC_,5,71,105,"The @MHCC_ has launched an online hub for mental health resources related to COVID-19. Find it in the link below: https://twitter.com/MHCC_/status/1243540036966133767 …",,@MHCC_,,1245060991018307591,https://twitter.com/Bell_LetsTalk/status/1245060991018307591
2020-03-31 18:50:35,SAfmnews,,5,29,27,"Five people have now died of COVID-19 in South Africa. The two latest deaths are a 79 year old man from Gauteng and a 46-year old woman from Umlazi in KwaZulu Natal. Yesterday an 86-year old pastor died in the Pelonomi Hospital in Bloemfontein. #sabcnews",,,#sabcnews,1245060942150414338,https://twitter.com/SAfmnews/status/1245060942150414338
2020-03-31 18:50:30,theappeal,,3,24,28,"SCOOP: Pennsylvania Gov. Tom Wolf likely has the power to release vulnerable people from prisons as COVID-19 spreads. In emails obtained by The Appeal, however, the state Office of General Counsel says “it was not the preference” for him to use it. https://theappeal.org/pennsylvania-coronavirus-governor-prison-reprieves/ …",,,,1245060922843860992,https://twitter.com/theappeal/status/1245060922843860992
2020-03-31 18:50:24,5NEWS,,4,16,31,"Governor has signed a letter declaring Arkansas a major disaster state due to COVID-19.",,,,1245060898462543875,https://twitter.com/5NEWS/status/1245060898462543875
2020-03-31 18:50:24,michellehtweet,,12,17,62,"BREAKING: Another 17 patients with Covid-19 have died and there are 325 new confirmed cases today. There have now been 71 Covid-19 related deaths in Ireland.",,,,1245060898324123650,https://twitter.com/michellehtweet/status/1245060898324123650
2020-03-31 18:50:23,jagrmeister,,3,21,24,"COVID-19 #’s on 3/14/2020 China: 81,021 US: 1,678 COVID-19 #’s on 3/31/2020 China: 82,278 US: 174,467 pic.twitter.com/ysso1xLESn",,,# #,1245060890963083266,https://twitter.com/jagrmeister/status/1245060890963083266
2020-03-31 18:50:20,DrDenaGrayson,,90,145,319,"Friends, I will drop another video today on Twitter around 4pm ET to answer YOUR questions about #coronavirus questions. Please spread the word, and leave your questions here. #COVID19 #CoronavirusPandemic",,,#coronavirus #COVID19 #CoronavirusPandemic,1245060879525314562,https://twitter.com/DrDenaGrayson/status/1245060879525314562
2020-03-31 18:50:19,WarOnDumb,,19,198,732,"Some good news from UAB. They’re seeing possible flattening in #coronavirus patients with numbers getting better and going home offsetting new cases. Very early to know if this is a trend, but #StayAtHome. It works.pic.twitter.com/mLP6MLJePl",,,#coronavirus #StayAtHome,1245060873548369922,https://twitter.com/WarOnDumb/status/1245060873548369922
2020-03-31 18:50:18,NationalPoison,,1,6,9,"While there's been a lot of interest in chloroquine & hydroxychloroquine as potential treatments for COVID-19, these medications should NOT be used at home for COVID-19 at this time. Read our new article explaining everything you need to know right now: https://shar.es/aHuRNr",,,,1245060871983894528,https://twitter.com/NationalPoison/status/1245060871983894528
2020-03-31 18:50:12,JimLaPorta,,43,507,1342,"LCpl Brodie Gillon, 26. The Reservist and Combat Medical Technician was killed at Camp Taji in Iraq on 11 March 2020. Due to the #coronavirus she will not have a full military funeral. @mally1robbo has asked that people light a candle at 9pm on 31 March 2020, in her memory. #RIPpic.twitter.com/wkCWN36ZJ6",,@mally1robbo,#coronavirus #RIPpic,1245060845199151115,https://twitter.com/JimLaPorta/status/1245060845199151115
2020-03-31 18:50:02,GNewsTrending,,2,15,14,"Washington state couple married 52 years die of COVID-19 on same day http://dlvr.it/RSwPHC pic.twitter.com/jlTfW79kgX",,,,1245060805990559744,https://twitter.com/GNewsTrending/status/1245060805990559744
2020-03-31 18:49:59,ShimonPro,,13,264,1559,"Italian officials say the latest data showing a slowdown in the rate of coronavirus infections and a reduction of ICU patients are ""a confirmation of a hope"".",,,,1245060791826554882,https://twitter.com/ShimonPro/status/1245060791826554882
2020-03-31 18:49:38,NationBreaking,,13,185,534,"ETHIOPIA POSTPONES August parliamentary and presidential elections due to coronavirus outbreak, says electoral commission. pic.twitter.com/qcgmusmX9y",,,,1245060703691603970,https://twitter.com/NationBreaking/status/1245060703691603970
2020-03-31 18:49:36,nytimes,,11,32,68,"Mostafa Keshvari's 63-minute “Corona” looks at what happens when 7 people are trapped in an elevator, only to discover that one of them has Covid-19. It's “a study of society, people and moral choices,” he said. “We are all in this ride together.” https://nyti.ms/3aE48Py",,,,1245060695902892032,https://twitter.com/nytimes/status/1245060695902892032
2020-03-31 18:49:33,CanadianGreens,,8,49,100,"Today is #TransDayOfVisibility, a day to celebrate trans people everywhere and acknowledge the violence they face. Violence that is now amplified under the COVID-19 crisis. We see you and we stand with you. pic.twitter.com/7d0FSqSmXb",,,#TransDayOfVisibility,1245060684171354122,https://twitter.com/CanadianGreens/status/1245060684171354122
2020-03-31 18:49:33,LS_Cares,,1,15,36,"The power of the life science sector is undeniable! Thanks to you, LSC has raised over $1 million so far through our COVID-19 Response Fund. We're grateful for these companies and the hundreds of individuals who gave so generously. #LSCImpact #StrongerTogetherpic.twitter.com/hsreOYaFFk",,,#LSCImpact #StrongerTogetherpic,1245060681247924231,https://twitter.com/LS_Cares/status/1245060681247924231
2020-03-31 18:49:32,pcsarangi,,11,30,414,"Video conference with prominent party workers , Balasore District President and MLAs and MLA candidates of Balasore District . Discussed on important updates about the #lockdown and Covid-19 situation in Balasore . #IndiaFightsCoronaviruspic.twitter.com/uQsqqNwPMZ",,,#lockdown #IndiaFightsCoronaviruspic,1245060679217758208,https://twitter.com/pcsarangi/status/1245060679217758208
2020-03-31 18:49:28,jbenton,,5,38,103,"Any newspaper company that actually issues a dividend in the next quarter — essentially saying: ""Despite the COVID-19 collapse of our advertising revenue, we *still* want to shovel any cash we have lying around over to shareholders"" — should be pilloried in the public square",,,,1245060661035642880,https://twitter.com/jbenton/status/1245060661035642880
2020-03-31 18:49:26,alexgibneyfilm,,1,10,27,"True crime binge recommendation: ""No Stone Unturned."" https://uk.movies.yahoo.com/best-true-crime-documentaries-available-stream-130749721.html?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAAND5BZnDbibndXr4iNJ9KyVkZOm8HDFuASAXi8G_U9if1E3LVh7gqo4eeM04iVFfFu2kgFxfCDXBhW99YBAxIhThbetndgXHrTQf4hQ4RnIOhcJlGpG4w9xaCD7SPCJTjvaCbUStgJCpNKwlLZBcXdXJQjYRFfOinaPeRbEiFi6k … Niall Murphy, the lawyer for the victims' families in the case, is currently ill with COVID-19.",,,,1245060651736870912,https://twitter.com/alexgibneyfilm/status/1245060651736870912
2020-03-31 18:49:17,TheSun,,2,37,34,"Boy aged 13 dies after ‘testing positive for coronavirus’ at London hospital in UK’s youngest suspected Covid-19 death https://www.thesun.co.uk/news/11298134/boy-13-dies-after-testing-positive-coronavirus/?utm_medium=Social&utm_campaign=sunmaintwitter&utm_source=Twitter#Echobox=1585680550 …pic.twitter.com/2HDniAxUE2",,,#Echobox,1245060617398104064,https://twitter.com/TheSun/status/1245060617398104064
2020-03-31 18:49:03,barbarastarrcnn,,603,5004,8703,"DoD said it was making 2,000 ventilators available for #CoronaVirus.Today we learn not one has shipped because Pentagon hasn’t been told where to send them. And only 2 mill of 5 mill masks shipped. DOD needs to know where to ship we are told",,,#CoronaVirus,1245060558115745793,https://twitter.com/barbarastarrcnn/status/1245060558115745793
2020-03-31 18:49:01,Loudwire,,2,57,138,"R.I.P.: ‘Star Wars’ actor Andrew Jack dies from COVID-19 at age 76: https://screencrush.com/rip-andrew-jack/ …",,,,1245060547512602625,https://twitter.com/Loudwire/status/1245060547512602625
